Executable name	Version	Application name	Application category	Number of devices	Number of executions	Average memory usage per execution [bytes]
sppextcomobj.exe	10.0.14393.2248	Microsoft Windows Operating System	Operating System	6	6	2064384
starleaf.uwp.exe	3.14.32.0	unknown	-	1	6	2064384
comscan.exe	1.0.0.2	unknown	Unknown	1	4	2064384
deviceenroller.exe	10.0.17763.831	Microsoft Windows Operating System	Operating System	3072	157161	2063107
fmapp.exe	1.64.0.12	unknown	Unknown	244	108321	2062197
rundll32.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	3	33	2060288
searchprotocolhost.exe	7.0.16299.1747	Windows Search	-	14	1635	2058489
micmute.exe	1.4.3.0	On Screen Display	-	4	28	2057830
ose.exe	16.0.11929.20648	Office Source Engine	-	1	5	2057830
webex.exe	10050.2.2020.228	Cisco Webex Meeting	Instant messaging & Video-conferencing	8	51	2056984
fmapp.exe	1.64.0.12	unknown	Unknown	34	1911	2056810
synlenovohelper.exe	1.0.0.1	SynLenovoHelper Application	Utility & Device driver	6	54	2054674
wlanext.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	2376	23610	2053570
ituneshelper.exe	12.9.6.3	iTunes	Multimedia	5	30	2053461
vssvc.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	1	7	2050340
zrcpthost.exe	2.5.2014.228	Zoom Video Call	-	9	57	2048862
searchprotocolhost.exe	7.0.17763.771	Windows Search	Operating System	1	497	2046031
ath.exe	4016.200.4.4	unknown	-	1	5	2044723
syntplpr.exe	19.3.4.75	Synaptics Pointing Device Driver	Utility & Device driver	25	297	2041737
msdtssrvr.exe	9.0.1399.0	Microsoft SQL Server	-	1	7	2040978
codehelper.exe	1.0.0.0	CodeHelper	-	12	58	2039664
tpnumlkd.exe	1.5.2.0	On Screen Display	-	4	27	2037077
f5fltsrv.exe	7132.2017.1121.2349	BIG-IP Edge Client	Network application	3622	35115	2036453
conemuc64.exe	19.10.12.0	ConEmu	-	17	1446	2034808
applemobiledeviceservice.exe	474.0.2.3	unknown	Mobile device	8	76	2034237
atiesrxx.exe	6.14.11.1164	AMD External Events	Utility & Device driver	4	30	2033800
tphksvc.exe	2.3.1.0	On Screen Display	-	16	133	2033094
wmiapsrv.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	7	587	2033072
ushupgradeservice.exe	0.0.0.0	unknown	Unknown	1	8	2031616
colororacle.exe	1.3.0.0	unknown	Unknown	1	6	2031616
jucheck.exe	2.8.231.11	Java Platform SE Auto Updater	-	3	21	2031616
postsharp-5.0.55.exe	4.0.0.0	PostSharp	-	1	2	2031616
bcomp.exe	3.0.1.0	Beyond Compare	-	1	1	2031616
vsjitdebugger.exe	14.0.23107.0	Microsoft Visual Studio 2015	-	2	2	2031616
manage-bde.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3253	186206	2031616
vssvc.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	2	2031616
dsncservice.exe	8.1.3.36361	Network Connect	-	1	9	2031616
dw20.exe	16.0.11328.20362	Microsoft Application Error Reporting	IT	42	63	2031616
slui.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	39	107	2031616
prefect.exe	0.0.0.0	unknown	-	1	20	2031616
atieclxx.exe	26.20.13001.40003	AMD External Events	Utility & Device driver	1	7	2031616
py.exe	3.8.2150.1013	Python	-	2	19	2031616
pptlauncher.exe	3.1.9.0	unknown	Unknown	1	10	2031616
agmservice.exe	6.5.0.172	Adobe Genuine Software Service	-	8	2864	2029095
tpnumlkd.exe	2.0.1.0	On Screen Display	-	26	214	2029045
lplatsvc.exe	1.67.12.24	Lenovo Platform Service	-	27	2197	2028083
tphkload.exe	9.0.4.1	Fn and function keys	-	1	14	2026934
notepad++.exe	7.7.0.0	Notepad	Office	3	18	2025658
pageant.exe	0.70.2.0	PuTTY suite	Network application	3	13	2021533
shtctky.exe	2.3.0.0	On Screen Display	-	4	27	2021130
pulse.exe	9.1.4.1761	unknown	-	1	9	2019700
winpty-agent.exe	0.0.0.0	unknown	Unknown	4	36	2018508
defrag.exe	6.1.7600.16385	Windows Disk Defragmenter	Utility & Device driver	49	72	2018508
fmapp.exe	1.64.0.12	unknown	Unknown	24	9101	2017838
zrcpthost.exe	2.5.2014.228	Zoom Video Call	-	17	133	2015965
dllhost.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	3	380	2015622
wksprt.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	4	69	2015232
syntpenhservice.exe	19.3.4.212	Synaptics Pointing Device Driver	Utility & Device driver	12	96	2011451
musnotification.exe	10.0.17763.1098	Microsoft Windows Operating System	Operating System	199	1082	2010644
applemobiledeviceservice.exe	17.344.1.10	unknown	Mobile device	1	9	2009770
ptsrv.exe	3911.0.1911.2100	ptService Module	Instant messaging & Video-conferencing	2	9	2009770
oscapplicationmanager.exe	1.0.0.1	OSCApplicationManager	-	1	9	2009770
wzqkpick32.exe	1.0.10095.0	WinZip	Utility & Device driver	13	117	2009358
adobeupdateservice.exe	4.9.0.504	Adobe Update Service	-	2	11	2007784
agmservice.exe	6.4.0.40	Adobe Genuine Software Service	-	74	666	2006640
agsservice.exe	3.4.0.378	Adobe Genuine Software Integrity Service	-	29	248	2006068
searchprotocolhost.exe	7.0.17763.652	Windows Search	Operating System	4	730	2004414
inet_gethost.exe	0.0.0.0	unknown	Unknown	3	32770	2002944
valwbfpolicyservice.exe	4.5.240.0	Fingerprint Sensor Software Suite	Utility & Device driver	5	34	2002019
acrotray.exe	20.6.20042.43423	AcroTray - Adobe Acrobat Distiller helper application	-	78	559	1999499
iastoriconlaunch.exe	1.0.0.1	Delayed launcher	Utility & Device driver	2	2	1998848
meld.exe	3.18.2.0	Meld	-	1	8	1998848
snmp.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	11	153	1996800
7zfm.exe	18.0.0.0	7-Zip	Utility & Device driver	24	176	1996492
igfxcuiservice.exe	6.15.10.4590	Intel Common User Interface	Utility & Device driver	10	90	1995935
dwrcs.exe	7.5.6.1	DameWare Development DWRCS	IT	6	47	1994646
winlogon.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	5	36	1994166
zrcpthost.exe	2.5.2014.228	Zoom Video Call	-	10	80	1993932
wsl.exe	10.0.16299.1268	Microsoft Windows Operating System	Operating System	6	72	1992996
vmware-csd.exe	6.5.0.4809	VMware Enhanced Authentication Plug-in	Virtualization	1	16	1992294
aesm_service.exe	2.1.100.46245	Intel Software Guard Extensions	Utility & Device driver	13	105	1991639
mpcmdrun.exe	4.18.1904.1	Microsoft Windows Operating System	Operating System	8	46	1989911
braveupdate.exe	1.3.99.0	BraveSoftware Update	-	1	147	1989334
vmware-tray.exe	14.1.8.50471	VMware Workstation	Virtualization	2	17	1989210
webexmta.exe	3905.3.1907.300	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	8	66	1988277
ssonsvr.exe	14.12.0.18020	Citrix Receiver	-	1	9	1987925
musnotification.exe	10.0.17763.292	Microsoft Windows Operating System	Operating System	59	241	1987925
vsjitdebugger.exe	16.0.95.0	Microsoft Visual Studio	Development tool & Programming	6	47	1987925
postsharp-6.5.6.exe	4.0.0.0	PostSharp	-	1	3	1987925
git.exe	2.19.1.1	Git	-	2	1975	1987342
zrcpthost.exe	2.5.2014.228	Zoom Video Call	-	12	99	1986738
fvenotify.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	11	24	1985355
adobecollabsync.exe	19.12.20036.14839	Adobe Collaboration Synchronizer	Other	1	13	1984804
syncservice.exe	1.22.0.0	SyncService	-	1	7	1984804
braveupdate.exe	1.3.99.0	BraveSoftware Update	-	1	103	1984284
wmic.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	22	361477	1984224
ituneshelper.exe	12.9.5.7	iTunes	Multimedia	3	23	1983953
perfboost.exe	16.0.11328.20554	Microsoft ClickToRun Virtualization Optimization	Office	39	40	1982464
winlogon.exe	10.0.16299.1387	Microsoft Windows Operating System	Operating System	541	5256	1981334
omadmprc.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	6	64	1981203
atieclxx.exe	6.14.11.1143	AMD External Events	Utility & Device driver	3	15	1980123
zrcpthost.exe	2.5.2014.228	Zoom Video Call	-	19	160	1980006
ravbg64.exe	1.0.0.278	HD Audio Background Process	Utility & Device driver	167	2899	1979645
notepad2.exe	1.0.0.0	unknown	Operating System	2	10	1979187
igfxcuiservice.exe	6.15.10.4029	Intel Common User Interface	Utility & Device driver	4	50	1977876
rtkaudioservice64.exe	1.0.0.89	Realtek Audio Service	Utility & Device driver	9	137	1977208
pgadmin4.exe	4.3.0.0	pgAdmin 4	-	1	6	1977002
chromestandalonesetup_80.0.3987.149_64.exe	1.3.35.441	Google Update	-	170	177	1976162
etactista.exe	2.4.9.0	Ethertronics Active Steering Antenna	-	1329	13416	1974693
ushupgradeservice.exe	0.0.0.0	unknown	Unknown	61	553	1974135
pulsesecureservice.exe	9.1.4.1761	Pulse Secure	-	1	17	1973361
zrcpthost.exe	2.5.2014.228	Zoom Video Call	-	4	38	1972978
fmapp.exe	1.64.0.12	unknown	Unknown	138	169281	1971569
ose.exe	16.0.11328.20362	Office Source Engine	Office	4	13	1971121
settingsynchost.exe	10.0.16299.492	Microsoft Windows Operating System	Operating System	5	46	1970354
trustedinstaller.exe	10.0.17763.1039	Microsoft Windows Operating System	Operating System	93	24489	1969653
wmiapsrv.exe	6.3.9600.16406	Microsoft Windows Operating System	Operating System	2	6	1966080
drvinst.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	40	173	1966080
omadmprc.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	1	7	1966080
webexmta.exe	3906.0.1906.2800	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	2	11	1966080
sacsrv.exe	10.2.19.0	SafeNet Authentication Client	-	1	8	1966080
grep.exe	0.0.0.0	unknown	Unknown	11	92	1966080
netstat.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	4	19	1966080
hyperdstarter.exe	2020.1.2.9085	Tableau Hyper Starter	-	1	3	1966080
putty.exe	0.71.0.0	PuTTY suite	Security & Protection	2	4	1966080
uacsdk.exe	5.7.0.95	unknown	-	5	8	1966080
musnotification.exe	10.0.17763.592	Microsoft Windows Operating System	Operating System	16	64	1966080
helppane.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	5	37	1966080
zrcpthost.exe	2.5.2014.228	Zoom Video Call	-	2	28	1966080
diskpart.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3	9	1966080
pwrisovm.exe	4.7.0.0	PowerISO Virtual Drive Manager	-	1	10	1966080
doclauncher.exe	3.2.4.0	unknown	Unknown	2	12	1966080
1passwordsetup-7.4.758.exe	7.4.758.0	1Password	-	1	3	1966080
trustedinstaller.exe	10.0.17134.1365	Microsoft Windows Operating System	Operating System	1	67	1961115
hplaserjetservice.exe	1.1.0.0	HPLaserJetService	-	1	23	1957531
apoint.exe	10.1.101.550	Alps Pointing-device Driver	Utility & Device driver	9	210	1956795
dataexchangehost.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	262	1127	1956326
regsrvc.exe	19.60.0.0	Intel PROSet/Wireless	Utility & Device driver	19	186	1955221
applemobiledeviceservice.exe	17.423.0.31	unknown	Mobile device	2	11	1954164
applemobiledeviceservice.exe	474.120.1.8	unknown	-	3	31	1951185
igfxcuiservice.exe	6.15.10.4550	Intel Common User Interface	Utility & Device driver	27	309	1950060
wavessyssvc64.exe	1.9.29.0	Waves MaxxAudio	-	69	534	1949726
wzpreloader.exe	24.0.13573.0	WinZip	Utility & Device driver	2	15	1948603
ravbg64.exe	1.0.0.295	HD Audio Background Process	Utility & Device driver	11	231	1947558
trustedinstaller.exe	10.0.14393.479	Microsoft Windows Operating System	Operating System	1	386	1947014
hotfolder.exe	4.0.0.21	unknown	Unknown	3	41	1946898
idevicectrl.exe	1.0.0.1	unknown	Unknown	2	16	1945600
atieclxx.exe	6.14.11.1169	AMD External Events	Utility & Device driver	3	20	1945384
fnplicensingservice.exe	11.5.0.0	FLEXnet Publisher (32 bit)	Graphics & Imaging	3	19	1944234
ravcpl64.exe	1.0.0.876	Realtek HD Audio Manager	Operating System	1	3	1944234
applemobiledeviceservice.exe	423.258.2.36	unknown	Mobile device	9	71	1942335
synlenovohelper.exe	1.0.0.1	SynLenovoHelper Application	Utility & Device driver	171	1371	1940024
rdpclip.exe	10.0.18362.657	Microsoft Windows Operating System	Operating System	1	10	1939865
sppextcomobj.exe	10.0.17763.802	Microsoft Windows Operating System	Operating System	65	204	1938807
vsdebugconsole.exe	16.0.29724.72	Microsoft Visual Studio	-	4	60	1937336
trustedinstaller.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3102	829531	1937006
securityhealthservice.exe	4.18.1901.16384	Microsoft Windows Operating System	Operating System	4	29	1936701
nxtusm.exe	6.24.1.84	Nexthink Collector	-	16	18	1935832
zoomit64.exe	4.52.0.0	Sysinternals ZoomIt	Utility & Device driver	2	15	1935496
conemuc64.exe	18.1.31.0	ConEmu	-	24	425	1935389
tponscr.exe	8.0.3.0	On Screen Display	-	4	26	1933312
fmapp.exe	1.64.0.2	unknown	Unknown	13	6020	1930109
nslookup.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	1	11	1928630
bash.exe	10.0.16299.1268	Microsoft Windows Operating System	Operating System	2	37	1927112
unsecapp.exe	6.2.9200.16398	Microsoft Windows Operating System	Operating System	1	8	1925120
powercfg.exe	6.1.7600.16385	Microsoft Windows Operating System	Operating System	18	18	1925120
ibmpmsvc.exe	1.67.12.23	Lenovo Power Management Service	-	1	13	1922389
winmergeu.exe	2.16.2.0	WinMerge	-	2	9	1922389
ituneshelper.exe	12.10.2.3	iTunes	Multimedia	1	9	1922389
displaylinkui.exe	8.6.1204.0	DisplayLink Core Software v8.6.1204.0	-	1	6	1922389
musnotification.exe	10.0.17763.1007	Microsoft Windows Operating System	Operating System	2601	11458	1921698
unsecapp.exe	10.0.14394.1037	Microsoft Windows Operating System	Operating System	37	373	1920956
virtscrl.exe	2.2.0.0	Auto Scroll	-	1	10	1920204
uipath.browserinvocation.robotapi.listener.exe	1.1.1.0	UiPath	-	1	18	1919819
intelcphecisvc.exe	9.0.14.317	IntelCpHeciSvc Executable	Utility & Device driver	18	229	1919337
vmnat.exe	15.1.0.46741	VMware Workstation	Virtualization	1	11	1918417
igfxem.exe	6.15.10.4835	Intel Common User Interface	Utility & Device driver	9	63	1917456
slpcap.exe	7.1.1.437	Smart Label Printer	-	1	8	1916928
genuineservice.exe	3.0.0.0	Autodesk Genuine Service	-	3	17	1915964
ipodservice.exe	12.0.1.26	iTunes	Multimedia	1	9	1915107
sogouimebroker.exe	8.0.0.8381	搜狗拼音输入法	-	15	123	1914626
rtkngui64.exe	1.0.668.0	Realtek HD audio menadžer	-	31	250	1914230
dismhost.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	50	217	1914197
ibtsiva.exe	18.1.1611.3223	Intel Wireless Bluetooth	Utility & Device driver	1	5	1913651
rtkauduservice64.exe	1.0.0.151	Realtek HD Audio Universal Service	-	897	29444	1909677
dymoconnectpnpservice.exe	1.2.974.48577	DYMO Label Software	-	4	47	1909092
slpcap.exe	1.1.2.0	Copy Text to Smart Label Creator	-	1	8	1908736
nxtcod.exe	6.24.1.141	Nexthink Coordinator	-	68	69	1904118
pacjsworker.exe	10.0.18362.693	Microsoft Windows Operating System	Operating System	4	961	1903218
rundll32.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	2943	32622	1901618
sqlexpradv_x64_enu.exe	14.0.1000.169	Microsoft SQL Server 2017 Express Advanced	-	1	2	1900544
lmgrd.exe	11.16.2.3	FlexNet Publisher (64 bit)	Graphics & Imaging	1	2	1900544
displaylinkui.exe	7.9.630.0	DisplayLink Core Software v7.9.630.0	-	1	9	1900544
fsprocsvc.exe	1.0.0.0	Host Property Scanner	-	1	2	1900544
cmd.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	351	1900544
runnerw64.exe	1.0.0.1	IntelliJ Platform	-	2	6066	1900544
git.exe	2.26.0.1	Git	-	5	742	1900544
atbroker.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	207	3304	1900544
webexmta.exe	3911.0.1911.2100	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	2	9	1900544
igfxem.exe	6.15.10.4531	Intel Common User Interface	Utility & Device driver	2	17	1900544
sed.exe	0.0.0.0	mintty	Unknown	44	342	1900544
atieclxx.exe	24.20.11001.15002	AMD External Events	Utility & Device driver	1	7	1900544
kcopy.exe	9.0.181.0	KACE Agent	-	283	5688	1900544
git.exe	1.9.0.0	Git	-	1	124	1900544
isbew64.exe	23.0.0.428	InstallShield	-	1	12	1900544
lpksetup.exe	10.0.17763.1098	Microsoft Windows Operating System	Operating System	1	3	1900544
deviceenroller.exe	10.0.18362.387	Microsoft Windows Operating System	Operating System	6	75	1900544
smsvchost.exe	4.7.3062.0	Microsoft .NET Framework	Operating System	1	7	1900544
rtkauduservice64.exe	1.0.0.79	Realtek HD Audio Universal Service	-	58	1342	1898762
syntpenhservice.exe	19.3.4.99	Synaptics Pointing Device Driver	Utility & Device driver	8	65	1896382
cptservice.exe	3.5.2018.1030	Zoom Video Call	-	2	14	1895862
nxtcod.exe	6.24.2.7	Nexthink Coordinator	-	19	20	1895862
wmiadap.exe	10.0.17134.982	Microsoft Windows Operating System	Operating System	2	15	1895082
ping.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	4	30	1894586
rtkauduservice64.exe	1.0.0.151	Realtek HD Audio Universal Service	-	71	1676	1894324
trustedinstaller.exe	10.0.16299.431	Microsoft Windows Operating System	Operating System	548	124234	1893408
searchfilterhost.exe	7.0.18362.719	Windows Search	-	4	1751	1892901
rtshookinterop.exe	1.1.4.0	RTSHookInterop	-	2	35	1891181
git.exe	2.23.0.1	Git	-	5	1084	1890196
vmwp.exe	10.0.17763.802	Microsoft Windows Operating System	Operating System	1	6	1889621
ztritonbloombergconnect.exe	2019.1.9.63941	Triton	-	2	6	1889621
webexmta.exe	4001.0.2001.200	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	6	41	1887756
compattelrunner.exe	10.0.18362.1023	Microsoft Windows Operating System	Operating System	4	85	1886500
settingsynchost.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	52	819	1885649
ipodservice.exe	12.10.4.2	iPodService	-	4	35	1885564
mpcmdrun.exe	4.12.16299.1004	Microsoft Windows Operating System	Operating System	416	4114	1884160
vgauthservice.exe	10.3.10.48871	VMware Guest Authentication	Virtualization	49	377	1884004
cmd.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	558	319257	1882760
f5trafficsrv.exe	7110.2015.815.150	BIG-IP Edge Client	Network application	2	21	1881819
sqlbrowser.exe	2009.100.1600.1	Microsoft SQL Server	Data management & Query	4	35	1881125
locationnotificationwindows.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	8	59	1880883
rtkugui64.exe	1.0.701.0	Realtek USB audio menadžer	-	29	222	1880585
searchfilterhost.exe	7.0.16299.15	Windows Search	Operating System	5	2291	1880155
dllhost.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	9	1041	1879937
trustedinstaller.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	7	2325	1879291
syntplpr.exe	18.0.7.40	Synaptics Pointing Device Driver	Utility & Device driver	2	11	1876712
zoomit.exe	4.52.0.0	Sysinternals ZoomIt	Utility & Device driver	2	15	1874329
evernoteclipper.exe	6.13.14.7474	Evernote	-	2	21	1872949
ctfprocbnn.exe	1.4.60.0	unknown	-	1	7	1872457
pacjsworker.exe	10.0.18362.387	Microsoft Windows Operating System	Operating System	2	732	1871607
noshow.exe	0.0.0.0	unknown	Unknown	4	4	1867776
hp_lj_pro_mfp_m426f-m427f-pcl6_v3_win8plus_full_solution-19133_904-606 (1).exe	1.4.1926.0	HP Webpack	-	1	2	1867776
braveupdate.exe	1.3.99.0	BraveSoftware Update	-	1	77	1866051
settingsynchost.exe	10.0.17763.1075	Microsoft Windows Operating System	Operating System	110	1009	1862939
cmd.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	547	998507	1860055
wmiapsrv.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	2	20	1859584
igfxhk.exe	6.15.10.5058	Intel Common User Interface	Utility & Device driver	11	61	1856853
bcua-notifier.exe	4.6.1.36634	Blue Coat Unified Agent	-	1	3	1856853
sqlwriter.exe	2009.100.1600.1	Microsoft SQL Server	Data management & Query	6	45	1856262
shtctky.exe	3.7.4.0	On Screen Display	-	1	13	1855172
igfxem.exe	6.15.10.4963	Intel Common User Interface	Utility & Device driver	1	13	1855172
acrotray.exe	19.10.20064.48846	AcroTray - Adobe Acrobat Distiller helper application	Other	186	1635	1852247
udaterui.exe	4.6.0.3122	McAfee Agent	Antivirus	4	26	1852104
iastoriconlaunch.exe	1.0.0.1	Delayed launcher	Utility & Device driver	2	4	1851392
cptservice.exe	3.5.2019.910	Zoom Video Call	-	4	32	1851392
syntpenhservice.exe	19.0.17.87	Synaptics Pointing Device Driver	Utility & Device driver	1	8	1851392
atieclxx.exe	6.14.11.1199	AMD External Events	Utility & Device driver	12	135	1850428
adobenotificationclient.exe	4.9.0.484	Adobe Notification Client	-	61	405	1849080
trustedinstaller.exe	10.0.18362.657	Microsoft Windows Operating System	Operating System	1	1139	1848993
devicecensus.exe	10.0.18362.1035	Microsoft Windows Operating System	Operating System	134	509	1848115
deviceenroller.exe	10.0.17763.592	Microsoft Windows Operating System	Operating System	18	3771	1848115
fsprocsvc.exe	1.0.0.0	Host Property Scanner	-	4	12	1845930
escsvc64.exe	1.1.0.1	EPSON Scanner Driver	-	1	12	1845930
wmiadap.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	316	763	1844005
conemu-msys2-64.exe	1.2.7.0	unknown	-	8	150	1842474
smartscreen.exe	10.0.18362.1	Microsoft Windows Operating System	Operating System	9	61	1841454
ibmpmsvc.exe	1.67.11.8	Lenovo Power Management Service	-	24	220	1840799
musnotifyicon.exe	10.0.17763.802	Microsoft Windows Operating System	Operating System	333	13793	1838552
findstr.exe	6.1.7601.17514	Microsoft Windows Operating System	Operating System	162	43438	1836880
signiantclient.exe	1.3.1650.0	Signiant	-	1	8	1835008
vmnat.exe	11.1.3.1679	VMware Workstation	Virtualization	1	6	1835008
cptservice.exe	3.5.2018.1030	Zoom Video Call	-	1	9	1835008
sqlwriter.exe	2011.110.3460.0	Microsoft SQL Server	-	1	8	1835008
ipoverusbsvc.exe	10.0.19013.1	Microsoft  Windows  Kits	-	1	7	1835008
intelcphecisvc.exe	9.0.18.917	IntelCpHeciSvc Executable	Utility & Device driver	1	7	1835008
snagpriv.exe	19.1.0.2653	SnagPriv	-	1	7	1835008
piconstartup.exe	11.6.0.1045	Intel PIconStartup	Utility & Device driver	1	4	1835008
setpermissions.exe	13.702.0.0	SetBloombergClientsPermissions Application	-	6	6	1835008
laclient.exe	2.0.209.0	Logitech Analytics Client	Utility & Device driver	1	8	1835008
ibtsiva.exe	19.11.1639.649	Intel Wireless Bluetooth	Utility & Device driver	1	7	1835008
vsixbootstrapper.exe	1.0.25.25203	Microsoft Visual Studio	-	1	4	1835008
isbew64.exe	21.0.0.338	InstallShield	-	4	53	1835008
igfxcuiservice.exe	6.15.10.5063	Intel Common User Interface	Utility & Device driver	1	3	1835008
hyperdstarter.exe	2019.2.3.6483	Tableau Hyper Starter Binary	-	1	3	1835008
wlrmdr.exe	10.0.17134.1	Microsoft Windows Operating System	Operating System	1	2	1835008
camstudioportable.exe	2.2.0.0	CamStudio Portable	-	1	3	1835008
wdservicestarter_64.exe	4.7.0.61806	WatchDox Windows Plug-in	-	1	10	1835008
syntphelper.exe	18.0.7.103	Synaptics Pointing Device Driver	Utility & Device driver	1	7	1835008
dllhost.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	555	77401	1831517
logioptions.exe	8.10.84.0	Logitech Options	Utility & Device driver	10	119	1831263
zsaservice.exe	2.1.2.71	Zscaler	-	16	179	1831175
netstat.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	3189	43767	1829966
syntpenhservice.exe	19.0.17.98	Synaptics Pointing Device Driver	Utility & Device driver	22	197	1827278
vsdebugconsole.exe	16.0.29903.111	Microsoft Visual Studio	-	1	8	1826816
igfxcuiservice.exe	6.15.10.3960	Intel Common User Interface	Utility & Device driver	2	15	1826269
rtkugui64.exe	1.0.697.1	Realtek USB audio menadžer	-	308	3275	1825419
scrnsave.scr	6.1.7600.16385	Microsoft Windows Operating System	Operating System	118	2782	1824404
ravbg64.exe	1.0.0.286	HD Audio Background Process	Utility & Device driver	305	6061	1824332
displaylinkui.exe	8.1.848.0	DisplayLink Core Software v8.1.848.0	-	4	37	1824085
acrotray.exe	19.21.20058.31925	AcroTray - Adobe Acrobat Distiller helper application	-	1723	18655	1823664
intelcphecisvc.exe	9.0.14.317	IntelCpHeciSvc Executable	Utility & Device driver	3	23	1823610
ipoverusbsvc.exe	10.0.17763.132	Microsoft  Windows  Kits	-	3	23	1823610
rtkauduservice64.exe	1.0.192.1	Realtek HD Audio Universal Service	-	15	226	1821900
wmiadap.exe	10.0.17763.1	Microsoft Windows Operating System	Operating System	2217	6912	1820485
ibmpmsvc.exe	1.67.14.5	Lenovo Power Management Service	-	1	4	1818624
agmservice.exe	5.0.0.950	Adobe Genuine Software Service	-	7	54	1817696
ravcpl64.exe	1.0.0.1105	Realtek HD Audio Manager	Operating System	16	205	1816970
webexmta.exe	3911.0.1911.100	Cisco WebEx Meetings Troubleshooting Tool	Instant messaging & Video-conferencing	2	7	1816283
rtkauduservice64.exe	1.0.0.151	Realtek HD Audio Universal Service	-	1	18	1813162
zeroconfigservice.exe	20.50.0.0	Intel PROSet/Wireless	Utility & Device driver	2	15	1813162
lplatsvc.exe	1.67.14.5	Lenovo Platform Service	-	1	43	1811602
cliprenew.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	551	3888	1810696
rtkaudioservice64.exe	1.0.0.86	Realtek Audio Service	Utility & Device driver	1	8	1810432
coreservice.exe	8.0.1.87	Lenovo Fingerprint Manager Pro	-	1	8	1810432
ofaapp.exe	1.5.2.3	ofaApp.exe	-	3	23	1809363
searchfilterhost.exe	7.0.16299.1387	Windows Search	Operating System	4	3164	1808198
agsservice.exe	6.2.0.190	Adobe Genuine Software Integrity Service	-	107	868	1806854
msascuil.exe	4.12.16299.15	Microsoft Windows Operating System	Operating System	540	4532	1803970
apoint.exe	10.1.101.548	Alps Pointing-device Driver	Utility & Device driver	411	10672	1803057
setup.exe	81.0.416.53	Microsoft Edge Installer	Utility & Device driver	5	14	1802240
devicecensus.exe	10.0.17763.1016	Microsoft Windows Operating System	Operating System	52	321	1802240
nxtusm.exe	6.24.2.1	Nexthink Collector	-	14	15	1802240
googleupdate.exe	1.3.35.441	Google Update	-	170	426	1800815
ipodservice.exe	12.7.1.14	iPodService	-	1	15	1800055
wavessyssvc64.exe	1.9.30.0	Waves MaxxAudio	-	1466	14927	1799504
sdpin.exe	7.1.2.65	SecureDoc	-	1	7	1797558
igfxcuiservice.exe	6.15.10.4534	Intel Common User Interface	Utility & Device driver	2	19	1794958
userinit.exe	10.0.16299.15	Microsoft Windows Operating System	Operating System	268	573	1794048
logioptionsmgr.exe	7.10.3.0	Logitech Options	Utility & Device driver	1	6	1791317
dllhost.exe	10.0.19041.1	Microsoft Windows Operating System	Operating System	1	6	1791317
rzsdkservice.exe	2.0.6.3	Razer Chroma SDK Service	-	1	6	1791317
